year,race,driver,FP1_lap,grid_position,FP1_fastest_lap,FP1_best_gap
2024,bahrain,Ricciardo,23,14,92.869,0
2024,bahrain,Norris,24,7,93.18299999999999,0.314
2024,bahrain,Piastri,20,8,93.193,0.324
2024,bahrain,Tsunoda,25,11,93.251,0.382
2024,bahrain,Alonso,22,6,93.30199999999999,0.433
2024,bahrain,Verstappen,26,1,93.38499999999999,0.516
2024,bahrain,Leclerc,24,2,90.03,0.371
2024,bahrain,Hamilton,26,9,90.747,1.088
2024,bahrain,Bottas,25,16,91.04599999999999,1.387
2024,bahrain,Sainz,25,4,79.561,0.997
2024,bahrain,Perez,21,5,80.014,1.450
2024,bahrain,Albon,20,13,91.23,1.174
2024,bahrain,Stroll,17,12,92.055,1.999
2024,bahrain,Zhou,18,17,92.638,2.582
2024,bahrain,Sargeant,21,18,92.803,2.747
2024,bahrain,Ocon,24,19,96.69,0.388
2024,bahrain,Gasly,23,20,97.118,0.816
2024,bahrain,Magnussen,23,15,97.213,0.911
2024,bahrain,Hulkenberg,19,10,97.229,0.927
2024,saudi-arabia,Verstappen,25,1,97.238,0.936
2024,saudi-arabia,Alonso,24,4,97.53,1.228
2024,saudi-arabia,Perez,24,3,97.626,1.324
2024,saudi-arabia,Russell,27,7,98.006,1.704
2024,saudi-arabia,Leclerc,20,2,98.09,1.788
2024,saudi-arabia,Norris,19,6,98.28399999999999,1.982
2024,saudi-arabia,Hamilton,23,8,98.286,1.984
2024,saudi-arabia,Stroll,21,10,98.63,2.328
2024,saudi-arabia,Albon,21,11,98.806,2.504
2024,saudi-arabia,Bottas,24,15,98.839,2.537
2024,saudi-arabia,Ricciardo,22,13,98.936,2.634
2024,saudi-arabia,Ocon,21,16,99.27600000000001,2.974
2024,saudi-arabia,Piastri,24,5,88.7,0.105
2024,saudi-arabia,Tsunoda,24,9,88.711,0.116
2024,saudi-arabia,Gasly,26,17,88.78399999999999,0.189
2024,saudi-arabia,Zhou,25,19,88.81700000000001,0.222
2024,saudi-arabia,Hulkenberg,23,14,88.868,0.273
2024,saudi-arabia,Magnussen,24,12,89.012,0.417
2024,australia,Norris,25,3,89.056,0.461
2024,australia,Verstappen,23,1,89.163,0.568
2024,australia,Russell,27,7,89.175,0.580
2024,australia,Leclerc,27,4,89.178,0.583
2024,australia,Tsunoda,26,8,89.189,0.594
2024,australia,Perez,25,6,89.314,0.719
2024,australia,Stroll,24,9,89.393,0.798
2024,australia,Sainz,24,2,89.445,0.850
2024,australia,Hamilton,21,11,89.495,0.900
2024,australia,Piastri,23,5,89.636,1.041
2024,australia,Ricciardo,23,18,89.89099999999999,1.296
2024,australia,Albon,22,12,90.023,1.428
2024,australia,Magnussen,3,14,92.09899999999999,3.504
2024,australia,Hulkenberg,31,16,72.19800000000001,0.029
2024,australia,Gasly,35,17,72.295,0.126
2024,australia,Alonso,33,10,72.396,0.227
2024,australia,Zhou,33,19,72.397,0.228
2024,australia,Bottas,26,13,72.775,0.606
2024,japan,Verstappen,26,1,72.789,0.620
2024,japan,Perez,34,2,72.875,0.706
2024,japan,Sainz,36,4,72.901,0.732
2024,japan,Russell,35,9,72.95400000000001,0.785
2024,japan,Hamilton,29,7,72.984,0.815
2024,japan,Leclerc,29,8,73.229,1.060
2024,japan,Alonso,28,5,73.248,1.079
2024,japan,Piastri,33,6,73.39,1.221
2024,japan,Tsunoda,34,10,73.425,1.256
2024,japan,Norris,34,3,73.576,1.407
2024,japan,Ocon,36,14,74.15,1.981
2024,japan,Albon,33,13,74.159,1.990
2024,japan,Hulkenberg,30,11,74.57,2.401
2024,japan,Bottas,10,12,75.574,3.405
2024,japan,Gasly,22,16,93.196,0.438
2024,japan,Zhou,21,19,93.375,0.617
2024,japan,Magnussen,21,17,94.16499999999999,1.407
2024,japan,Sargeant,17,18,94.257,1.499
2024,china,Stroll,17,11,94.298,1.540
2024,china,Piastri,20,5,94.402,1.644
2024,china,Verstappen,18,1,94.575,1.817
2024,china,Perez,20,2,94.689,1.931
2024,china,Hulkenberg,13,9,94.917,2.159
2024,china,Magnussen,20,17,94.96600000000001,2.208
2024,china,Ocon,24,13,94.997,2.239
2024,china,Albon,20,14,95.015,2.257
2024,china,Ricciardo,22,12,95.043,2.285
2024,china,Bottas,20,10,95.10499999999999,2.347
2024,china,Zhou,25,16,95.402,2.644
2024,china,Tsunoda,22,19,95.455,2.697
2024,china,Leclerc,24,6,95.749,2.991
2024,china,Sainz,15,7,96.018,3.260
2024,china,Sargeant,21,20,96.072,3.314
2024,china,Russell,20,8,90.1,0.483
2024,china,Hamilton,22,18,90.315,0.698
2024,china,Alonso,20,3,90.577,0.960
2024,china,Gasly,26,15,90.771,1.154
2024,miami,Verstappen,26,1,90.787,1.170
2024,miami,Piastri,23,6,90.924,1.307
2024,miami,Sainz,24,3,90.949,1.332
2024,miami,Russell,23,7,91.03,1.413
2024,miami,Stroll,25,11,91.11,1.493
2024,miami,Perez,26,4,91.118,1.501
2024,miami,Hamilton,22,8,91.181,1.564
2024,miami,Tsunoda,29,10,91.45,1.833
2024,miami,Ocon,24,13,91.491,1.874
2024,miami,Gasly,22,12,91.55199999999999,1.935
